game,nLc0,nSF,Lc0,SF
14,79,79,2.46,5.82
14,79,79,2.58,6.67
14,79,79,2.62,6.76
14,79,79,2.47,6.76
14,79,79,2.67,6.84
14,79,79,2.98,6.86
14,79,79,3.17,6.86
14,79,79,2.8,7.93
14,79,79,3.33,9.7
14,79,79,2.9,9.83
14,79,79,2.98,10.74
14,79,79,3.18,9.63
14,79,79,3.6,11.12
14,79,79,3.47,11.29
14,79,79,3.45,11.41
14,79,79,4.62,17.36
14,79,79,4.89,11.13
14,79,79,4.79,16.27
14,79,79,4.53,7.63
14,79,79,4.53,10.01
14,79,79,4.35,8.58
14,79,79,4.47,10.08
14,79,79,4.43,9.99
14,79,79,4.58,10.74
14,79,79,4.88,13.61
14,79,79,5.16,16.26
14,79,79,5.47,16.41
14,79,79,5.56,19.66
14,79,79,5.8,18.36
14,79,79,5.7,17.75
14,79,79,7.74,15.43
15,32,32,0.59,0.68
15,32,32,0.68,0.66
15,32,32,0.57,0.73
15,32,32,0.54,0.62
15,32,32,0.53,0.73
15,32,32,0.45,0.85
15,32,32,0.45,0.52
15,32,32,0.3,0.55
15,32,32,0.3,0.42
15,32,32,0.28,0.48
15,32,32,0.28,0.48
15,32,32,0.28,0.29
15,32,32,0.27,0.3
15,32,32,0.27,0.32
15,32,32,0.26,0.15
15,32,32,0.23,0.23
15,32,32,0.23,0.27
15,32,32,0.16,0.13
15,32,32,0.16,0.15
15,32,32,0.12,0.15
15,32,32,0.12,0
15,32,32,0.12,0.13
15,32,32,0.03,0
15,32,32,0.03,0
15,32,32,0.03,0
15,32,32,0.02,0
15,32,32,0.03,0
15,32,32,0.02,0
15,32,32,0.02,0
15,32,32,0.01,0
15,32,32,0.01,0
15,32,32,0.01,0
16,193,192,0.78,0.16
16,193,192,0.77,0.06
16,193,192,0.83,0
16,193,192,0.85,0
16,193,192,0.85,0.21
16,193,192,0.83,0.43
16,193,192,0.82,0.31
16,193,192,0.82,0
16,193,192,0.82,0
16,193,192,0.81,0
16,193,192,0.82,0.36
16,193,192,0.83,0.13
16,193,192,0.83,0.39
16,193,192,1.02,0.29
16,193,192,0.85,0.3
16,193,192,0.82,0.33
16,193,192,0.87,0.37
16,193,192,1.01,0.42
16,193,192,1.02,0.53
16,193,192,0.99,0.25
16,193,192,0.97,0.16
16,193,192,1,0.26
16,193,192,1.01,0.23
16,193,192,0.99,0.21
16,193,192,0.91,0.23
16,193,192,0.89,0.34
16,193,192,0.91,0.3
16,193,192,0.63,0.47
16,193,192,1.19,0.47
16,193,192,1.19,0.36
16,193,192,1.21,0.46
16,193,192,1.2,0.46
16,193,192,1.27,0.31
16,193,192,1.51,0
16,193,192,1.52,0
16,193,192,1.76,0
16,193,192,1.79,0
16,193,192,1.84,0.1
16,193,192,1.87,0
16,193,192,1.82,0
16,193,192,1.76,0
16,193,192,1.73,0
16,193,192,1.89,0
16,193,192,1.89,0
16,193,192,1.86,0
16,193,192,1.86,0
16,193,192,1.82,0
16,193,192,1.81,0
16,193,192,1.74,0
16,193,192,1.84,0
16,193,192,1.87,0
16,193,192,1.82,0
16,193,192,1.81,0
16,193,192,1.84,0
16,193,192,1.81,0
16,193,192,1.8,0
16,193,192,1.76,0
16,193,192,1.75,0
16,193,192,1.65,0
16,193,192,1.51,0
16,193,192,1.63,0
16,193,192,1.52,0
16,193,192,1.39,0
16,193,192,1.39,0
16,193,192,1.33,0
16,193,192,1.28,0
16,193,192,1.21,0
16,193,192,1.34,0
16,193,192,1.52,0
16,193,192,1.49,0
16,193,192,1.49,0
16,193,192,1.5,0
16,193,192,1.49,0
16,193,192,1.51,0
16,193,192,1.5,0
16,193,192,1.49,0
16,193,192,1.46,0
16,193,192,1.47,0
16,193,192,1.37,0
16,193,192,1.31,0
16,193,192,1.34,0
16,193,192,1.28,0
16,193,192,1.35,0
16,193,192,1.37,0
16,193,192,1.31,0
16,193,192,1.33,0
16,193,192,1.17,0
16,193,192,1.35,0
16,193,192,1.33,0
16,193,192,1.35,0
16,193,192,1.28,0
16,193,192,1.25,0
16,193,192,1.3,0
16,193,192,1.26,0
16,193,192,1.19,0
16,193,192,1.15,0
16,193,192,1.23,0
16,193,192,1.1,0
16,193,192,1.27,0
16,193,192,1.28,0
16,193,192,1.24,0
16,193,192,1.24,0
16,193,192,1.19,0
16,193,192,1.03,0
16,193,192,1.06,0
16,193,192,0.98,0
16,193,192,1,0
16,193,192,1,0
16,193,192,1.06,0
16,193,192,0.94,0
16,193,192,0.92,0
16,193,192,0.86,0
16,193,192,0.83,0
16,193,192,0.76,0
16,193,192,0.7,0
16,193,192,0.56,0
16,193,192,0.45,0
16,193,192,0.4,0
16,193,192,0.25,0
16,193,192,0.3,0
16,193,192,0.23,0
16,193,192,0.21,0
16,193,192,0.2,0
16,193,192,0.17,0
16,193,192,0.15,0
16,193,192,0.27,0
16,193,192,0.41,0
16,193,192,0.17,0
16,193,192,0.08,0
16,193,192,0.06,0
16,193,192,0.04,-1.53
16,193,192,-0.72,-2.18
16,193,192,-0.76,-2.86
16,193,192,-0.75,-3.01
16,193,192,-0.75,-3.29
16,193,192,-0.67,-3.24
16,193,192,-0.83,-4.15
16,193,192,-0.82,-5.03
16,193,192,-0.85,-5.06
16,193,192,-0.86,-5.3
16,193,192,-0.92,-5.15
16,193,192,-0.94,-6.1
16,193,192,-0.89,-6.1
16,193,192,-0.93,-6.15
16,193,192,-1.07,-6.03
16,193,192,-1.1,-6.1
16,193,192,-1.32,-6.26
16,193,192,-1.04,-6.26
16,193,192,-1.22,-6.56
16,193,192,-0.96,-6.9
16,193,192,-1.1,-6.6
16,193,192,-1.17,-7.01
16,193,192,-1.08,-7.17
16,193,192,-1.08,-9.15
16,193,192,-1.42,-17.39
16,193,192,-2.08,-17.97
16,193,192,-2.26,-18.06
16,193,192,-2.34,-4.45
16,193,192,-2.54,-19.8
17,72,72,0.72,0.55
17,72,72,0.72,0.71
17,72,72,0.62,0.96
17,72,72,0.62,0.92
17,72,72,0.61,0.75
17,72,72,0.65,1.02
17,72,72,0.5,1.03
17,72,72,0.51,0.62
17,72,72,0.5,0.61
17,72,72,0.48,0.5
17,72,72,0.48,0.49
17,72,72,0.49,0.44
17,72,72,0.44,0.46
17,72,72,0.44,0.76
17,72,72,0.4,0.65
17,72,72,0.39,0.7
17,72,72,0.4,0.55
17,72,72,0.4,0.57
17,72,72,0.41,0.6
17,72,72,0.41,0.83
17,72,72,0.41,0.75
17,72,72,0.41,0.75
17,72,72,0.42,0.65
17,72,72,0.42,0.65
17,72,72,0.42,0.65
17,72,72,0.4,0.65
17,72,72,0.4,0.94
17,72,72,0.43,0.94
17,72,72,0.43,1.04
17,72,72,0.42,0.94
17,72,72,0.27,0.94
17,72,72,0.23,0.94
17,72,72,0.23,0.94
17,72,72,0.16,0.94
17,72,72,0.15,0.94
17,72,72,0.14,0.94
17,72,72,0.11,0.94
17,72,72,0.1,0.94
17,72,72,0.09,0.94
17,72,72,0.01,0.85
17,72,72,0,0.85
17,72,72,-0.01,0.85
17,72,72,-0.01,0.85
17,72,72,-0.01,0.85
17,72,72,-0.05,0.85
17,72,72,-0.04,0.85
17,72,72,-0.05,0.85
17,72,72,-0.06,0.85
17,72,72,-0.03,0.76
17,72,72,-0.01,0.66
17,72,72,-0.09,0
17,72,72,-0.07,0
17,72,72,-0.1,0
17,72,72,-0.12,0
17,72,72,-0.15,0
17,72,72,-0.13,0
17,72,72,-0.15,0
17,72,72,-0.14,0
17,72,72,-0.14,0
17,72,72,-0.12,0
17,72,72,-0.11,0
17,72,72,-0.14,0
17,72,72,-0.16,0
17,72,72,-0.17,0
17,72,72,-0.12,0
17,72,72,-0.1,0
17,72,72,-0.14,0
17,72,72,-0.08,0
17,72,72,-0.08,0
17,72,72,-0.08,0
17,72,72,-0.05,0
17,72,72,-0.02,0
18,107,106,0.74,0.3
18,107,106,0.74,0.27
18,107,106,0.74,0.28
18,107,106,0.7,0.24
18,107,106,0.66,0.25
18,107,106,0.68,0.13
18,107,106,0.71,0
18,107,106,0.82,0.4
18,107,106,0.85,0.33
18,107,106,0.85,0.24
18,107,106,0.79,0.41
18,107,106,0.77,0.53
18,107,106,0.73,0.57
18,107,106,1.12,1.25
18,107,106,1.04,1.21
18,107,106,1.04,0.97
18,107,106,1.36,1.2
18,107,106,1.36,1.22
18,107,106,1.37,1.01
18,107,106,1.36,0.92
18,107,106,1.65,1
18,107,106,1.64,1.05
18,107,106,1.7,1.05
18,107,106,1.62,0.46
18,107,106,1.58,0.55
18,107,106,1.5,0.54
18,107,106,1.48,0.54
18,107,106,1.43,0.54
18,107,106,1.4,0.54
18,107,106,1.4,0.39
18,107,106,1.36,0.39
18,107,106,1.33,0.39
18,107,106,1.34,0.95
18,107,106,1.67,0.85
18,107,106,1.66,0.88
18,107,106,1.6,0.87
18,107,106,1.57,0.97
18,107,106,1.53,0.87
18,107,106,1.55,0.97
18,107,106,1.52,1.07
18,107,106,1.52,1.5
18,107,106,1.48,1.79
18,107,106,1.59,1.86
18,107,106,1.59,1.74
18,107,106,1.62,1.75
18,107,106,1.62,1.75
18,107,106,1.59,1.75
18,107,106,1.58,1.75
18,107,106,1.58,2.47
18,107,106,1.51,0.72
18,107,106,1.39,0.6
18,107,106,1.39,0.41
18,107,106,1.35,0.41
18,107,106,1.28,0.95
18,107,106,1.35,0.32
18,107,106,1.72,0.63
18,107,106,1.51,0.54
18,107,106,1.54,0.58
18,107,106,1.49,0.47
18,107,106,1.38,0.3
18,107,106,1.36,0.24
18,107,106,1.35,0.22
18,107,106,1.17,0
18,107,106,1.15,0
18,107,106,1.15,0
18,107,106,1.16,0
18,107,106,1.13,0
18,107,106,1.13,0
18,107,106,1.13,0
18,107,106,1.07,0
18,107,106,1.07,0
18,107,106,1.06,0
18,107,106,1.03,0
18,107,106,0.84,0
18,107,106,1.01,0
18,107,106,1.15,0
18,107,106,1.06,0
18,107,106,0.67,0
18,107,106,1.04,0
18,107,106,0.71,0
18,107,106,0.66,0
18,107,106,0.6,0
18,107,106,0.55,0
18,107,106,0.49,0
18,107,106,0.55,0
18,107,106,0.54,0
18,107,106,0.54,0
18,107,106,0.55,0
18,107,106,0.57,0
18,107,106,0.6,0
18,107,106,0.57,0
18,107,106,0.55,0
18,107,106,0.49,0
18,107,106,0.44,0
18,107,106,0.41,0
18,107,106,0.37,0
18,107,106,0.35,0
18,107,106,0.31,0
18,107,106,0.24,0
18,107,106,0.19,0
18,107,106,0.14,0
18,107,106,0.09,0
18,107,106,0.06,0
18,107,106,0.05,0
18,107,106,0.03,0
18,107,106,0.03,0
19,62,61,0.67,0.82
19,62,61,0.69,0.89
19,62,61,0.68,0.99
19,62,61,0.68,0.81
19,62,61,0.69,0.61
19,62,61,0.61,0.71
19,62,61,0.61,0.73
19,62,61,0.57,0.77
19,62,61,0.54,0.59
19,62,61,0.57,0.61
19,62,61,0.52,0.69
19,62,61,0.52,0.68
19,62,61,0.46,0.69
19,62,61,0.44,0.61
19,62,61,0.43,0.57
19,62,61,0.42,0.5
19,62,61,0.42,0.66
19,62,61,0.42,0.59
19,62,61,0.42,0.36
19,62,61,0.39,0.5
19,62,61,0.38,0.46
19,62,61,0.36,0.47
19,62,61,0.32,0.47
19,62,61,0.29,0.36
19,62,61,0.29,0.41
19,62,61,0.25,0.17
19,62,61,0.24,0.18
19,62,61,0.18,0
19,62,61,0.16,0
19,62,61,0.16,0
19,62,61,0.11,0
19,62,61,0.12,0
19,62,61,0.07,0
19,62,61,0.06,0
19,62,61,0.05,0
19,62,61,0.05,0
19,62,61,-0.01,0
19,62,61,-0.01,0
19,62,61,-0.18,0
19,62,61,-0.18,0
19,62,61,-0.11,0
19,62,61,-0.11,0
19,62,61,-0.09,0
19,62,61,-0.13,0
19,62,61,-0.12,0
19,62,61,-0.09,0
19,62,61,-0.09,0
19,62,61,-0.08,0
19,62,61,-0.08,0
19,62,61,-0.06,0
19,62,61,-0.09,0
19,62,61,-0.08,0
19,62,61,-0.07,0
19,62,61,-0.07,0
19,62,61,-0.06,0
19,62,61,-0.07,0
19,62,61,-0.05,0
19,62,61,-0.06,0
19,62,61,-0.07,0
19,62,61,-0.07,0
19,62,61,-0.06,0
20,146,146,0.73,0.41
20,146,146,0.78,0.34
20,146,146,0.7,0.39
20,146,146,0.72,0.51
20,146,146,0.75,0.7
20,146,146,0.75,0
20,146,146,0.75,0.2
20,146,146,0.74,0.12
20,146,146,0.75,0.4
20,146,146,0.77,0.41
20,146,146,0.77,0.6
20,146,146,0.85,0.67
20,146,146,0.84,0.64
20,146,146,0.91,0.86
20,146,146,0.91,0.5
20,146,146,0.89,0.24
20,146,146,0.89,0.26
20,146,146,0.89,0.12
20,146,146,0.94,0.39
20,146,146,0.7,0.15
20,146,146,0.61,0.33
20,146,146,0.61,0.33
20,146,146,0.6,0.33
20,146,146,1.03,0.33
20,146,146,1.03,0.33
20,146,146,1.04,0.33
20,146,146,1.09,0.33
20,146,146,1.22,0.33
20,146,146,1.22,0.33
20,146,146,1.22,0.33
20,146,146,1.21,0.33
20,146,146,1.21,0.33
20,146,146,1.22,0.33
20,146,146,1.2,0.33
20,146,146,1.22,0.33
20,146,146,1.21,0.33
20,146,146,1.2,0.33
20,146,146,1.18,0.33
20,146,146,1.18,0.33
20,146,146,1.18,0.33
20,146,146,1.16,0.33
20,146,146,1.16,0.33
20,146,146,1.15,0.33
20,146,146,1.14,0.33
20,146,146,1.13,0.33
20,146,146,1.15,0.33
20,146,146,1.1,0.33
20,146,146,1.09,0.33
20,146,146,1.07,0.33
20,146,146,1.06,0.33
20,146,146,1.07,0.33
20,146,146,1.12,0.33
20,146,146,1.1,0.33
20,146,146,1.14,0.33
20,146,146,1.13,0.33
20,146,146,1.11,0.33
20,146,146,1.08,0.33
20,146,146,1.05,0.33
20,146,146,1.04,0.33
20,146,146,1.01,0.33
20,146,146,0.98,0.33
20,146,146,0.97,0.33
20,146,146,0.95,0.33
20,146,146,0.93,0.33
20,146,146,0.93,0.33
20,146,146,0.92,0.23
20,146,146,0.91,0.23
20,146,146,0.9,0.13
20,146,146,0.89,0
20,146,146,1.06,0
20,146,146,1.07,0
20,146,146,1.05,0
20,146,146,1.09,0
20,146,146,1.04,0
20,146,146,0.95,0
20,146,146,0.91,0
20,146,146,0.94,0
20,146,146,0.91,0
20,146,146,0.89,0
20,146,146,0.87,0
20,146,146,0.85,0
20,146,146,0.83,0
20,146,146,0.82,0
20,146,146,0.79,0
20,146,146,0.82,0
20,146,146,0.83,0
20,146,146,0.87,0
20,146,146,0.84,0
20,146,146,0.81,0
20,146,146,0.83,0
20,146,146,0.81,0
20,146,146,0.81,0
20,146,146,0.8,0
20,146,146,0.85,0
20,146,146,0.83,0
20,146,146,0.78,0
20,146,146,0.77,0
20,146,146,0.76,0
20,146,146,0.74,0
20,146,146,0.74,0
20,146,146,0.73,0
20,146,146,0.76,0
20,146,146,0.75,0
20,146,146,0.73,0
20,146,146,0.7,0
20,146,146,0.69,0
20,146,146,0.68,0
20,146,146,0.65,0
20,146,146,0.62,0
20,146,146,0.59,0
20,146,146,0.57,0
20,146,146,0.53,0
20,146,146,0.44,0
20,146,146,0.27,0
20,146,146,0.57,0
20,146,146,0.15,0
20,146,146,0.12,0
20,146,146,0.12,0
20,146,146,0.06,0
20,146,146,0.21,0
20,146,146,0.18,0
20,146,146,0.17,0
20,146,146,0.18,0
20,146,146,0.21,0
20,146,146,0.2,0
20,146,146,0.32,0
20,146,146,0.31,0
20,146,146,0.31,0
20,146,146,0.31,0
20,146,146,0.3,0
20,146,146,0.26,0
20,146,146,0.25,0
20,146,146,0.23,0
20,146,146,0.2,0
20,146,146,0.18,0
20,146,146,0.23,0
20,146,146,0.2,0
20,146,146,0.14,0
20,146,146,0.13,0
20,146,146,0.15,0
20,146,146,0.12,0
20,146,146,0.08,0
20,146,146,0.05,0
20,146,146,0.03,0
20,146,146,0.01,0
20,146,146,0,0
21,40,40,0.47,0.42
21,40,40,0.48,0.53
21,40,40,0.46,0.66
21,40,40,0.47,0.66
21,40,40,0.31,0.75
21,40,40,0.24,0.5
21,40,40,0.24,0.38
21,40,40,0.22,0.56
21,40,40,0.23,0.52
21,40,40,0.22,0.53
21,40,40,0.21,0.54
21,40,40,0.2,0
21,40,40,0.21,0
21,40,40,0.21,0.04
21,40,40,0.2,0
21,40,40,0.2,0
21,40,40,0.2,0
21,40,40,0.18,0
21,40,40,0.19,0
21,40,40,0.11,0
21,40,40,0.11,0
21,40,40,0.11,0
21,40,40,0.1,0
21,40,40,0.05,0
21,40,40,0.02,0
21,40,40,0.01,0
21,40,40,-0.02,0
21,40,40,-0.02,0
21,40,40,-0.02,0
21,40,40,-0.02,0
21,40,40,-0.01,0
21,40,40,-0.02,0
21,40,40,-0.01,0
21,40,40,-0.01,0
21,40,40,-0.01,0
21,40,40,-0.01,0
21,40,40,0,0
21,40,40,0,0
21,40,40,0,0
21,40,40,0,0
22,129,128,0.65,0
22,129,128,0.67,0.02
22,129,128,0.6,0
22,129,128,0.62,0
22,129,128,0.62,0
22,129,128,0.61,0.04
22,129,128,0.6,0
22,129,128,0.94,0
22,129,128,0.96,0
22,129,128,0.92,0
22,129,128,0.96,0
22,129,128,0.96,0
22,129,128,1.04,0
22,129,128,1.04,1.1
22,129,128,1.05,0.99
22,129,128,1.03,0.57
22,129,128,1.02,0.9
22,129,128,1.03,1.04
22,129,128,1.03,1.22
22,129,128,1.03,0.76
22,129,128,1.03,0.84
22,129,128,0.99,0.61
22,129,128,0.99,0.61
22,129,128,0.95,0.61
22,129,128,1.19,0.61
22,129,128,1.19,0.61
22,129,128,1.23,0.83
22,129,128,1.25,0.53
22,129,128,1.26,0.42
22,129,128,1.31,0.4
22,129,128,1.15,0.38
22,129,128,1.13,0.26
22,129,128,1.07,0.54
22,129,128,1.03,0.69
22,129,128,1.01,0.13
22,129,128,1.22,0
22,129,128,1.21,0
22,129,128,1.2,0
22,129,128,1.21,0
22,129,128,1.14,0
22,129,128,1.17,0
22,129,128,0.63,0
22,129,128,0.63,0
22,129,128,0.56,0
22,129,128,0.56,0
22,129,128,0.61,0
22,129,128,0.59,0
22,129,128,0.93,0
22,129,128,0.91,0
22,129,128,0.91,0
22,129,128,0.91,0
22,129,128,0.74,0
22,129,128,0.76,0
22,129,128,0.56,0
22,129,128,0.48,0
22,129,128,0.48,0
22,129,128,0.43,0
22,129,128,0.41,0
22,129,128,0.4,0
22,129,128,0.39,0
22,129,128,0.43,0
22,129,128,0.56,0
22,129,128,0.54,0
22,129,128,0.59,0
22,129,128,0.57,0
22,129,128,0.56,0
22,129,128,0.57,0
22,129,128,0.56,0
22,129,128,0.91,0
22,129,128,0.89,0
22,129,128,0.82,0
22,129,128,0.8,0
22,129,128,0.72,0
22,129,128,0.84,0
22,129,128,0.71,0
22,129,128,0.68,0
22,129,128,0.63,0
22,129,128,0.84,0
22,129,128,0.91,0
22,129,128,0.96,0
22,129,128,1.1,0
22,129,128,1,0
22,129,128,0.97,0
22,129,128,0.89,0
22,129,128,0.82,0
22,129,128,0.78,0
22,129,128,0.72,0
22,129,128,0.7,0
22,129,128,0.7,0
22,129,128,0.95,0
22,129,128,0.88,0
22,129,128,0.88,0
22,129,128,0.86,0
22,129,128,0.83,0
22,129,128,0.87,0
22,129,128,1,0
22,129,128,0.99,0
22,129,128,1.04,0
22,129,128,0.99,0
22,129,128,0.98,0
22,129,128,0.97,0
22,129,128,0.89,0
22,129,128,0.86,0
22,129,128,0.92,0
22,129,128,0.9,0
22,129,128,0.88,0
22,129,128,0.84,0
22,129,128,0.83,0
22,129,128,0.78,0
22,129,128,0.79,0
22,129,128,0.75,0
22,129,128,0.86,0
22,129,128,0.79,0
22,129,128,0.78,0
22,129,128,0.79,0
22,129,128,0.77,0
22,129,128,0.76,0
22,129,128,0.92,0
22,129,128,0.82,0
22,129,128,0.82,0
22,129,128,0.76,0
22,129,128,0.76,0
22,129,128,0.61,0
22,129,128,0.39,0
22,129,128,0.18,0
22,129,128,0.13,0
22,129,128,0.08,0
22,129,128,0.04,0
23,45,45,0.76,1.21
23,45,45,0.77,1.15
23,45,45,0.71,1.3
23,45,45,0.68,1.15
23,45,45,0.71,1.19
23,45,45,0.72,1.29
23,45,45,0.73,1.46
23,45,45,0.73,1.29
23,45,45,0.78,1.2
23,45,45,0.8,1.05
23,45,45,0.8,1.07
23,45,45,0.81,0.97
23,45,45,0.8,1.13
23,45,45,0.81,1.04
23,45,45,0.77,1.19
23,45,45,0.78,0.95
23,45,45,0.72,0.94
23,45,45,0.7,0.71
23,45,45,0.65,0.7
23,45,45,0.5,0.18
23,45,45,0.46,0.23
23,45,45,0.59,0.66
23,45,45,0.65,0.22
23,45,45,0.4,0.1
23,45,45,0.28,0
23,45,45,0.28,0
23,45,45,0.26,0
23,45,45,0.19,0
23,45,45,0.11,0
23,45,45,0.12,0
23,45,45,0.11,0
23,45,45,0.11,0
23,45,45,0.11,0
23,45,45,0.11,0
23,45,45,0.11,0
23,45,45,0.11,0
23,45,45,0.11,0
23,45,45,0.11,0
23,45,45,0.1,0
23,45,45,0.1,0
23,45,45,0.02,0
23,45,45,0.02,0
23,45,45,0.01,0
23,45,45,0.01,0
23,45,45,0.01,0
24,58,58,0.77,0.83
24,58,58,0.78,1.05
24,58,58,1.09,1.04
24,58,58,1.11,0.94
24,58,58,1.06,1.1
24,58,58,1.06,1.12
24,58,58,1.02,0.87
24,58,58,1.02,0.73
24,58,58,1.01,0.63
24,58,58,1.02,0.85
24,58,58,1.01,1.07
24,58,58,1.04,0.77
24,58,58,1.09,0.8
24,58,58,1.12,0.94
24,58,58,0.97,0.82
24,58,58,1.02,0.85
24,58,58,1.08,0.62
24,58,58,1.09,0.55
24,58,58,1.04,0.59
24,58,58,1.01,0.5
24,58,58,1.08,0.43
24,58,58,1.08,0.97
24,58,58,1.09,0.88
24,58,58,1.09,0.35
24,58,58,0.87,0.21
24,58,58,0.48,0.21
24,58,58,0.39,0
24,58,58,0.38,0
24,58,58,0.28,0
24,58,58,0.3,0
24,58,58,0.27,0
24,58,58,0.26,0
24,58,58,0.23,0
24,58,58,0,0
24,58,58,0.18,0
24,58,58,0,0
24,58,58,0.17,0
24,58,58,0.15,0
24,58,58,0.17,0
24,58,58,0.14,0
24,58,58,0.13,0
24,58,58,0.13,0
24,58,58,0.09,0
24,58,58,0.09,0
24,58,58,0.08,0
24,58,58,0.06,0
24,58,58,0.05,0
24,58,58,0.05,0
24,58,58,0.04,0
24,58,58,0.03,0
24,58,58,0.09,0
24,58,58,0.09,0
24,58,58,0.08,0
24,58,58,0.08,0
24,58,58,0.07,0
24,58,58,0.07,0
24,58,58,0.07,0
24,58,58,0.06,0
25,48,48,1.24,1.22
25,48,48,1.06,1.29
25,48,48,1.11,1.23
25,48,48,1.12,1.46
25,48,48,1.12,1.43
25,48,48,1.16,1.29
25,48,48,1.16,1.41
25,48,48,1.15,1.41
25,48,48,1.19,1.41
25,48,48,1.2,1.2
25,48,48,1.2,1.39
25,48,48,1.19,1.21
25,48,48,1.18,1.26
25,48,48,1.17,1.27
25,48,48,1.15,1.21
25,48,48,1.16,1.25
25,48,48,1.04,1.01
25,48,48,1.04,1.11
25,48,48,0.91,0.92
25,48,48,0.87,0.97
25,48,48,0.86,0.91
25,48,48,0.86,0.96
25,48,48,0.85,0.81
25,48,48,0.82,0.67
25,48,48,0.4,0.68
25,48,48,0.39,0.51
25,48,48,0.37,0.59
25,48,48,0.28,0.41
25,48,48,0.27,0.7
25,48,48,0.23,0.67
25,48,48,0.13,0.4
25,48,48,0.13,0
25,48,48,0.12,0
25,48,48,0.11,0
25,48,48,0.11,0
25,48,48,0.09,0
25,48,48,0.09,0
25,48,48,0.08,0
25,48,48,-0.03,0
25,48,48,-0.03,0
25,48,48,-0.05,0
25,48,48,-0.03,0
25,48,48,0,0
25,48,48,0,0
25,48,48,-0.03,0
25,48,48,0,0
25,48,48,-0.01,0
25,48,48,-0.01,0
26,173,174,1.3,1.07
26,173,174,1.34,0.73
26,173,174,1.36,0.65
26,173,174,1.35,0.62
26,173,174,1.34,0.87
26,173,174,1.34,0.79
26,173,174,1.31,0.68
26,173,174,1.27,0.85
26,173,174,1.28,0.94
26,173,174,1.29,0.86
26,173,174,1.28,0.91
26,173,174,1.43,1.08
26,173,174,1.44,1.27
26,173,174,1.44,1.15
26,173,174,1.46,1.14
26,173,174,1.52,1.32
26,173,174,1.63,1.18
26,173,174,1.72,1.27
26,173,174,1.73,1.31
26,173,174,1.73,1.22
26,173,174,1.76,1.24
26,173,174,1.74,1.35
26,173,174,1.87,1.27
26,173,174,1.9,1.75
26,173,174,1.96,1.78
26,173,174,1.86,1.44
26,173,174,1.82,1.5
26,173,174,1.81,1.94
26,173,174,2,1.87
26,173,174,2.23,1.97
26,173,174,2.23,2.67
26,173,174,2.2,1.91
26,173,174,2.21,1.69
26,173,174,2.17,2.04
26,173,174,2.16,1.93
26,173,174,2.1,1.94
26,173,174,2.12,1.99
26,173,174,2.07,1.89
26,173,174,2.22,2.04
26,173,174,2.23,2.04
26,173,174,2.4,2.07
26,173,174,2.34,1.9
26,173,174,2.49,1.91
26,173,174,2.6,1.91
26,173,174,2.6,2.14
26,173,174,2.57,2.14
26,173,174,2.54,2.04
26,173,174,2.54,2.04
26,173,174,2.54,2.24
26,173,174,2.52,2.24
26,173,174,2.53,2.25
26,173,174,2.49,2.35
26,173,174,2.5,2.34
26,173,174,2.51,2.34
26,173,174,2.56,2.34
26,173,174,2.49,2.34
26,173,174,2.47,2.34
26,173,174,2.48,2.34
26,173,174,2.45,2.34
26,173,174,2.39,2.34
26,173,174,2.36,2.34
26,173,174,2.45,2.34
26,173,174,2.45,2.34
26,173,174,2.45,2.34
26,173,174,2.38,2.44
26,173,174,2.38,2.44
26,173,174,2.36,2.84
26,173,174,2.36,2.34
26,173,174,2.38,2.34
26,173,174,2.35,3.01
26,173,174,2.33,3.11
26,173,174,2.4,2.98
26,173,174,2.52,3.35
26,173,174,2.51,3.37
26,173,174,2.48,3.6
26,173,174,2.51,3.63
26,173,174,2.49,3.55
26,173,174,2.66,3.72
26,173,174,2.69,3.78
26,173,174,2.89,3.8
26,173,174,2.97,3.91
26,173,174,3.08,3.92
26,173,174,3.12,3.72
26,173,174,3.29,4.76
26,173,174,3.84,5.4
26,173,174,3.83,4.94
26,173,174,3.87,3.26
26,173,174,4.12,4.02
26,173,174,4.18,4.9
26,173,174,4.31,5.42
26,173,174,5.28,5.71
26,173,174,5.72,5.88
26,173,174,5.3,6.4
26,173,174,5.23,6.92
26,173,174,5.3,7.58
26,173,174,5.71,7.32
26,173,174,5.7,8.11
26,173,174,5.77,6.82
26,173,174,5.82,7.46
26,173,174,5.91,7.25
26,173,174,6.06,3.56
26,173,174,6.32,6.71
26,173,174,7.14,7.51
26,173,174,7.62,7.41
26,173,174,7.59,7.94
26,173,174,7.23,7.87
26,173,174,7.09,8.32
26,173,174,7.19,8.65
26,173,174,6.96,9.34
26,173,174,6.54,9.4
26,173,174,6.71,9.58
26,173,174,7.04,9.36
26,173,174,7.18,10.34
26,173,174,7.91,11.03
26,173,174,7.48,9.71
26,173,174,6.93,10.71
26,173,174,7.41,10.61
26,173,174,7.48,11.47
26,173,174,6.82,11.69
26,173,174,6.42,12.09
26,173,174,6.59,3.05
26,173,174,6.72,11.88
26,173,174,7.11,11.52
26,173,174,7.37,3.7
26,173,174,6.79,12.64
26,173,174,6.99,12.85
26,173,174,6.59,14.66
26,173,174,6.89,16.44
26,173,174,7.12,6.9
26,173,174,7.35,16.85
26,173,174,7.09,15.28
26,173,174,6.88,15.23
26,173,174,7.18,13.18
26,173,174,6.77,9.76
26,173,174,7.58,5.1
26,173,174,7.56,10.61
